"Time","Accel_x","Accel_y","Accel_z","Gyro_x","Gyro_y","Gyro_z","Mag_x","Mag_y","Mag_z","Light","Compass"
"1938",,,,"-0.0692443","0.15340276","0.18855755",,,,,
"1939",,,,,,,,,,,"8.369272407958533"
"1943",,,,"-0.09055024","0.14168449","0.16512102",,,,,
"1944",,,,,,,,,,,"8.404207118015847"
"1947","-0.35434186","2.2218192","8.6095495",,,,,,,,
"1948",,,,"-0.11505207","0.12677033","0.1374233",,,,,
"1949",,,,,,,,,,,"8.453019064919317"
"1952",,,,,,,"-13.4375","10.25","15.25",,
"1953",,,,"-0.13316211","0.10972559","0.11079088",,,,,
"1954",,,,,,,,,,,"8.505272573390869"
"1956","-0.4309563","2.2218192","8.762778",,,,,,,,
"1957",,,,"-0.15020686","0.089484945","0.08309316",,,,,
"1958",,,,,,,,,,,"8.564164171962034"
"1961",,,,"-0.15659864","0.07137489","0.05539544",,,,,
"1962",,,,,,,,,,,"8.633874790178425"
"1966","-0.46926352","2.1930888","8.944737",,,,,,,,
"1967",,,,"-0.15872924","0.05646074","0.03089361",,,,,
"1968",,,,,,,,,,,"8.710373762656218"
"1970",,,,,,,"-13.5","10.4375","15.125",,
"1971",,,,"-0.15127216","0.03728539","0.0074570784",,,,,
"1973",,,,,,,,,,,"8.793922344131147"
"1973",,,,,,,,,,"267.0",
"1976","-0.51714754","2.0685902","9.040505",,,,,,,,
"1977",,,,"-0.13316211","0.022371236","-0.01384886",,,,,
"1978",,,,,,,,,,,"8.884673360085799"
"1981",,,,"-0.12144385","0.009587673","-0.033024207",,,,,
"1982",,,,,,,,,,,"8.978959852709579"
"1986","-0.51714754","1.9632454","9.212888",,,,,,,,
"1987",,,,"-0.10759499","-0.0021305939","-0.045807768",,,,,
"1988",,,,,,,,,,,"9.076934647485189"
"1989",,,,,,,"-13.375","10.4375","15.0625",,
"1991",,,,"-0.091615535","-0.0074570784","-0.05113425",,,,,
"1992",,,,,,,,,,,"9.178452602892719"
"1996","-0.46926352","1.8770541","9.346964",,,,,,,,
"1997",,,,"-0.07989727","-0.0085223755","-0.05219955",,,,,
"1998",,,,,,,,,,,"9.279850176216144"
"2001",,,,"-0.068179004","0.0063917814","-0.04793836",,,,,
"2002",,,,,,,,,,,"9.378082810632918"
"2006","-0.46926352","1.8100165","9.3661175",,,,,,,,
"2007",,,,"-0.068179004","0.025567126","-0.040481284",,,,,
"2008",,,,,,,,,,,"9.476334228069902"
"2010",,,,,,,"-13.375","10.25","15.1875",,
"2011",,,,"-0.07563608","0.044742472","-0.033024207",,,,,
"2012",,,,,,,,,,,"9.570781230139232"
"2016","-0.45968673","1.8483237","9.241618",,,,,,,,
"2017",,,,"-0.089484945","0.059656627","-0.022371236",,,,,
"2018",,,,,,,,,,,"9.665456189772044"
"2021",,,,"-0.113986775","0.07457078","-0.012783563",,,,,
"2022",,,,,,,,,,,"9.752936398887925"
